Plot_ID,Latitude,Longitude,DBH,Tree_Height,Crown_Width_North_South,Crown_Width_East_West,Slope,Elevation,Temperature,Humidity,Soil_TN,Soil_TP,Soil_AP,Soil_AN,Menhinick_Index,Gleason_Index,Disturbance_Level,Fire_Risk_Index,Health_Status
210,16.43232206,-60.20128499,91.52316536,19.09530914,1.513242226,2.625917872,2.305093338,2404.522388,10.51813594,66.6414918,0.633061393,0.194968096,0.120134345,0.428391384,0.559515108,1.35407621,0.338110921,0.8325044,Unhealthy
211,31.94935157,-100.1673088,76.62638084,6.490231371,1.949350847,9.529175594,22.343194,1423.31878,11.09036568,92.71341953,0.976223288,0.075066681,0.310358463,0.339196208,0.628887183,4.632615773,0.967754323,0.750789675,Unhealthy
212,37.67580791,-98.4029083,81.4661438,20.86207169,6.270289155,2.968945376,5.549332098,595.227954,31.62657579,95.35931575,0.337901676,0.356641885,0.256956081,0.089265351,2.896858242,3.142033556,0.101503858,0.143865743,Healthy
213,36.07845038,-118.5463325,6.710622782,7.019091161,5.899103989,3.935984563,18.0436647,874.9086969,5.554332483,25.14553786,0.127469146,0.33225964,0.495840899,0.098932961,1.192901535,4.431203749,0.497746817,0.622059509,Healthy
214,18.97077238,-74.36333159,96.46698392,21.43058853,3.103667128,7.805730107,15.78194046,1576.428817,24.5233544,52.18964316,0.574683452,0.026765963,0.491691913,0.463617806,2.683423599,1.232604482,0.428047792,0.080323106,Unhealthy
215,38.48716885,-81.4422442,74.03374425,8.428748501,6.739967277,4.543796274,34.77780375,527.6163605,18.28114832,21.87672174,0.907290669,0.419113921,0.31933716,0.020946603,1.471987797,3.106062466,0.326023452,0.694622287,Healthy
216,19.4899635,-114.5461271,33.95135406,5.291436404,8.380607519,6.473902391,36.14267302,1873.801459,22.72925,46.35333259,0.786221162,0.128127917,0.224220901,0.233954797,0.797750144,3.157706058,0.645533991,0.381839097,Sub-healthy
217,23.01598793,-124.2333268,83.79249316,6.627965724,1.374210639,5.00116151,6.903579708,1740.667189,24.6990583,62.94945744,0.62629071,0.218952402,0.24811478,0.160170269,0.701108001,4.44280813,0.131055743,0.132498956,Healthy
218,39.8596562,-82.36504885,31.74451385,2.055779786,5.483169492,7.681329434,16.49480343,2172.636718,15.96786931,92.86359444,0.321905932,0.335627199,0.342827138,0.334213333,0.891269748,1.390439993,0.716662418,0.862050857,Unhealthy
219,35.98531596,-84.184215,87.91161476,22.1247093,7.203793709,3.054981271,16.80089225,2819.343385,15.32881011,87.7243458,0.546461372,0.217562299,0.055279399,0.420616547,1.124732987,1.961782255,0.980592124,0.614008339,Unhealthy
220,43.96893642,-110.8718331,15.69513709,22.50722937,3.270807344,1.526121885,6.813469977,2745.538227,30.66906473,30.19997813,0.100332393,0.223437462,0.167534277,0.18338717,1.721295885,2.626153256,0.804558714,0.354724968,Unhealthy
221,36.30451569,-63.43955064,71.85016786,16.4181338,3.769938148,3.699364577,35.93040773,2843.619292,35.49469458,27.44242998,0.68215597,0.037485858,0.042259759,0.216316533,2.253744751,4.463365902,0.860016753,0.03072718,Unhealthy
222,32.73234413,-119.4259476,56.36635528,6.51815843,6.522741127,5.268777984,31.82527478,809.6752314,11.74035714,67.1413871,0.727845059,0.203714557,0.041313576,0.491049303,2.965996441,4.75553326,0.359636743,0.537310259,Healthy
223,13.74699071,-99.73656393,14.17077467,4.33952145,9.081417641,2.51218047,8.567180383,481.5393893,8.416656619,62.5694378,0.965381307,0.383599707,0.101940425,0.393038672,1.603766858,4.970898478,0.324886606,0.923225878,Healthy
224,24.70863212,-63.94688559,27.97991368,2.53561106,8.289319783,4.193175607,16.50248589,976.6024314,36.42285322,41.31021131,0.267793385,0.458012287,0.245200361,0.449116045,1.795462356,4.836773946,0.517048355,0.596379833,Sub-healthy
225,20.60809471,-100.6190878,6.178383446,6.640948955,6.248171972,4.599847165,4.761226119,2695.747001,17.24634123,91.95624676,0.028271855,0.209681083,0.393463289,0.222187299,1.804539253,1.023767023,0.045726615,0.971650605,Unhealthy
226,19.75958574,-85.30318366,49.53295672,26.94395498,7.57199546,1.516526593,28.26929687,2918.955076,24.29610867,94.18931276,0.55015238,0.214674984,0.245320466,0.120867721,1.848585889,1.190833366,0.945358134,0.136451118,Unhealthy
227,48.92042219,-102.1683921,33.62019977,8.763031568,4.283402232,6.249765234,5.461736605,2592.042358,17.58401006,52.20891507,0.709722599,0.352800418,0.171060922,0.208872415,1.794351643,1.590427277,0.143785173,0.568305105,Healthy
228,25.72390899,-110.8049358,61.84396101,11.91959716,6.768689753,8.959090852,44.36703759,419.0513913,9.403081772,91.22420457,0.792503401,0.471672141,0.04576473,0.359465499,0.521936888,2.395448387,0.903013039,0.798125048,Unhealthy
229,45.68186221,-61.12156464,33.23759173,4.949673565,5.19563432,2.365686217,35.13069336,2847.541194,25.62660757,50.71591154,0.201801544,0.137195165,0.277396284,0.05916805,0.504312055,4.319672124,0.083582222,0.525540731,Healthy
230,35.24554504,-101.3466196,33.49231559,8.226116533,2.709425228,6.380272121,17.56073473,1327.738279,23.37992981,78.94534655,0.26913534,0.222871382,0.13927795,0.138882207,0.744165795,4.570624781,0.822624928,0.091066356,Unhealthy
231,41.79245214,-67.41305574,75.60335388,16.53828798,7.315644465,6.982652844,26.03537695,126.9998432,12.10477457,58.0753774,0.517465016,0.399006756,0.309392418,0.028084771,0.753891509,1.747337625,0.151962526,0.582886002,Healthy
232,30.10548372,-113.9031776,9.573569418,19.01707513,6.008181736,4.774012124,41.01038173,1382.941848,20.81541656,29.80665252,0.337294802,0.306798317,0.488707931,0.21901213,2.262242272,3.478656606,0.038131614,0.611737906,Healthy
233,33.07615539,-115.0826707,90.77502454,8.869864797,4.227594238,7.309878286,24.93446762,233.6005921,32.89316264,94.2347361,0.861906372,0.05974024,0.060100589,0.414585639,1.012290081,4.66944794,0.71948945,0.728709248,Sub-healthy
234,29.70070775,-127.8206142,85.96506807,3.616500458,9.202052711,4.696583891,7.852431888,1677.245971,25.66491361,56.32772747,0.479022552,0.315727704,0.110002072,0.017208526,2.736785262,2.854926944,0.2802653,0.761211515,Healthy
235,17.80971951,-84.38332222,68.44144491,12.94892034,1.18840706,5.541735592,17.041651,1081.80668,8.392106447,78.75896323,0.801582858,0.097439411,0.239181796,0.339285146,2.821515824,1.414174288,0.714496153,0.770772688,Unhealthy
236,38.89808461,-104.2031559,61.35604916,8.557694386,3.841958361,1.066177401,37.94151893,1472.961307,24.1807524,49.37390515,0.584813563,0.257556887,0.484463839,0.466585458,2.939733345,2.8312546,0.55508525,0.663444394,Sub-healthy
237,21.2308945,-69.49492251,89.76873732,8.14750985,1.51193258,7.225481027,28.98958572,1878.194046,29.59584048,21.51047029,0.77535924,0.266906117,0.387045839,0.122279291,2.847703262,2.503179609,0.10880739,0.215811186,Healthy
238,10.97263866,-96.87530653,22.60636706,28.87615848,7.898745846,6.952084111,29.2825973,2619.523178,32.7446192,28.0424287,0.339346257,0.438720664,0.449623451,0.348349246,1.179720805,3.310631984,0.932130073,0.404235756,Unhealthy
239,35.81889184,-62.22646005,12.50207041,19.25641361,7.318967087,1.345607896,39.00696686,2019.514572,27.01911525,59.69755836,0.833102456,0.233934666,0.17018885,0.487675441,1.774442112,2.754634738,0.452314175,0.776129973,Healthy
240,17.08442718,-117.0132139,27.75346614,17.59259641,3.982169969,4.314250967,40.22878759,1358.741719,10.34303576,75.19714857,0.281826592,0.143323999,0.496059045,0.48132764,0.938637425,1.069383707,0.734447278,0.953426983,Unhealthy
241,47.61834337,-69.19637824,80.48493648,13.6417029,7.08096612,9.811286567,41.39066573,2476.340776,29.85606433,46.77882613,0.55063782,0.119328342,0.055902244,0.121289951,2.515524138,4.975990934,0.501020572,0.078946965,Healthy
242,48.15714308,-75.6382203,8.293675339,14.01044134,4.563435036,4.786629063,4.268213696,2726.188199,28.70696461,75.63907673,0.221867042,0.437754679,0.031221588,0.054663871,2.721079263,3.174160951,0.604361475,0.535536678,Healthy
243,46.59457561,-76.03547087,60.36664933,17.14534011,7.806284123,5.517508646,24.48567009,447.3039027,5.854940903,75.89084715,0.480771256,0.089650373,0.4285233,0.078399856,2.628222098,2.894523022,0.302773592,0.312522271,Healthy
244,24.80634801,-70.86517403,99.56656404,21.5000346,5.087652965,9.189371423,33.32292845,1642.605635,19.41116837,76.31487259,0.324993457,0.215804938,0.463996111,0.352507656,1.583417372,4.818469486,0.200360304,0.225393894,Very Healthy
245,10.61826466,-76.72832063,86.29112891,21.66009069,4.71051755,7.455356883,34.06170803,925.0846833,16.65325864,59.40174832,0.274036396,0.097650692,0.049839752,0.364250643,2.396684712,1.62344147,0.542570203,0.505810684,Healthy
246,47.1327425,-86.16457749,54.53734046,6.807429416,9.412569239,6.23863118,27.30222909,236.4774738,28.42942225,93.19089201,0.967315168,0.3877855,0.061146576,0.338747098,0.743947924,1.75695041,0.440218973,0.606089341,Healthy
247,27.12736593,-120.8128586,11.04588638,16.00315706,3.257911899,8.180242132,7.505430083,2038.785416,12.56475343,59.13572144,0.168473364,0.239814457,0.021421208,0.171358802,0.600611927,4.232058996,0.390113213,0.009772231,Very Healthy
248,48.66619276,-127.7231674,83.98048387,13.53482666,2.08402606,8.779296398,35.88392493,2602.035255,25.6805173,56.02121548,0.789452579,0.178816127,0.056731244,0.089039585,2.383091036,2.04332432,0.672567195,0.780206572,Healthy
249,48.54479908,-65.54065065,61.90295828,26.37475506,6.260888019,5.111992646,32.40501001,572.417698,36.96220866,35.95046552,0.98432331,0.183744322,0.108662809,0.292476741,1.563388186,4.196908425,0.690506632,0.819882131,Very Healthy
250,44.12037822,-86.83447798,15.91863472,19.67972979,9.723896311,5.275975284,3.87610972,2455.999607,32.92308303,44.61240699,0.029702469,0.426846032,0.485187926,0.244421821,2.988873162,2.086133932,0.045920056,0.965510825,Healthy
251,21.77795568,-74.24238963,13.91644206,16.91011386,4.400552924,4.474458421,20.87144211,2574.847627,37.25102077,23.3867594,0.70203714,0.279118107,0.33559081,0.365772903,0.74313554,1.132750521,0.338744494,0.180643733,Unhealthy
252,25.40390914,-96.29343539,91.41454785,5.231049981,1.558330873,9.70035526,7.828982978,2751.587284,39.24770884,70.68282349,0.260382688,0.360344586,0.390383748,0.223473239,2.639069204,3.068058896,0.41176455,0.594552562,Healthy
253,44.04546686,-121.7884268,68.57402498,18.9578609,4.053747406,7.274496289,15.18646706,869.3267583,5.373454445,39.88285951,0.050082946,0.449034066,0.389189005,0.172626649,1.699957664,1.786745737,0.096892161,0.426625373,Healthy
254,22.67688021,-121.2369945,83.78224594,5.281709359,5.553384889,1.749007596,0.813649149,2721.463889,26.79594467,44.33242036,0.408860683,0.45136213,0.269861506,0.150271896,2.567875489,4.031385172,0.235900867,0.334827852,Healthy
255,16.77970987,-82.01042989,88.50299553,11.44178412,2.45730706,8.76663661,18.01484408,1029.921989,19.44937892,81.66516173,0.935865632,0.167611982,0.399757044,0.109677808,2.542818205,3.564798533,0.051641797,0.565633451,Healthy
256,32.2720505,-99.87858736,59.31837344,5.999575015,6.922919963,5.325039468,24.74446145,1701.780239,35.09490716,46.17769465,0.021647443,0.476463375,0.299924729,0.136544456,2.789980003,4.694410672,0.996242099,0.782383093,Unhealthy
257,47.44619097,-115.9632691,54.15740342,21.37806212,9.979744501,1.618785158,27.88121668,246.4716654,13.81351457,39.37567136,0.592006835,0.017313562,0.160700318,0.051941067,1.244625028,4.131953429,0.736557203,0.023052783,Very Healthy
258,37.84119187,-95.58838173,45.89060398,7.775059187,5.065655284,5.947455296,29.85706553,227.2551563,39.33603212,33.52461993,0.506382514,0.191533603,0.282749504,0.17669422,2.874498384,1.723103819,0.087450157,0.969400113,Healthy
259,32.8024468,-125.5053744,35.10992584,12.97206245,4.192557011,4.754478511,37.63310909,2189.082317,26.47977893,81.98867217,0.874650323,0.448420434,0.26908675,0.023102057,0.879167401,4.200632947,0.02024938,0.809881586,Healthy
260,13.88705975,-89.26200187,46.28661628,27.07889377,4.606337502,8.899744644,9.695830827,1388.991936,32.77380908,30.37650064,0.093161697,0.140945256,0.412609262,0.097274854,0.704921944,3.566948179,0.7192878,0.751153704,Very Healthy
261,34.60028907,-111.1704617,78.51856729,7.720858735,2.036315606,2.835951432,5.42168201,843.2478886,7.995984349,56.30030082,0.68471077,0.140175318,0.490954973,0.37465137,1.579038793,3.675806567,0.439192166,0.760387382,Healthy
262,49.602154,-74.17086296,62.18272595,16.21854179,8.949462413,8.438181485,38.31917274,652.1991385,11.42102597,60.55440929,0.683308601,0.154798031,0.20846607,0.166107149,2.570807422,4.329051544,0.786796709,0.38906071,Very Healthy
263,15.60336061,-108.2746629,89.78971255,13.73960651,4.7334309,6.019198221,7.04757667,2042.865123,31.54412856,74.99119301,0.672389217,0.308095125,0.382878386,0.335777323,1.683552827,3.295296277,0.923476038,0.751620551,Unhealthy
264,30.73318609,-98.13458956,47.12110137,2.507473149,4.485469703,1.491492729,43.86420366,101.1644777,5.769528271,70.66267859,0.94291115,0.221974724,0.054382687,0.359857667,2.573216694,2.864014057,0.599300389,0.386770209,Sub-healthy
265,45.09492288,-129.1865622,62.67350998,24.19722718,6.937212456,9.746607712,37.91422032,2437.084391,33.59072951,84.85765384,0.824856654,0.364733744,0.389531528,0.292686745,2.324217014,3.546564141,0.187108423,0.89870683,Very Healthy
266,39.63074471,-124.9287179,64.97421754,3.933285377,4.978300788,5.613537197,22.53944727,329.8238578,5.488215654,23.58011471,0.051552999,0.447980768,0.188851371,0.479555382,1.023570965,2.191829716,0.782194036,0.177222383,Sub-healthy
267,37.88062964,-102.5254511,61.21123042,15.27914059,6.834101219,3.617891688,44.16396412,655.3198832,27.99915937,43.71525798,0.476372022,0.338728691,0.024498131,0.015612734,2.872204062,1.730388524,0.955811743,0.292347424,Unhealthy
268,38.09936336,-96.40428157,71.75020844,17.69899226,1.553016611,5.224661578,4.38195281,1220.085546,17.77828721,42.4107295,0.403973526,0.106211026,0.184806858,0.370633062,0.651952922,3.466351352,0.580231287,0.551337543,Healthy
269,24.37964605,-87.99856163,27.5561795,19.59594079,8.323510094,8.720720052,13.63795925,1506.090345,26.40231985,31.68135245,0.317045749,0.466677542,0.307268162,0.479599389,2.745699269,1.935393476,0.681997447,0.319211036,Healthy
270,21.74367377,-109.5836195,53.67455887,21.28168562,9.464535576,3.744128119,28.72009868,1129.485836,29.36109924,43.13426031,0.456823358,0.135923972,0.064028833,0.431824506,1.261108622,1.319660437,0.337474695,0.424237245,Unhealthy
271,42.37444622,-81.35126797,14.90135627,9.091626739,6.838888475,2.734087568,15.75030908,1030.065278,16.98663267,44.78122513,0.390352243,0.079197676,0.462397074,0.088106882,1.750370208,1.002216738,0.381527695,0.492422689,Unhealthy
272,42.40453579,-69.7914322,41.52857613,2.279405746,9.59109336,2.161641222,41.77676484,2895.356435,8.778685684,61.75075695,0.438010561,0.049533803,0.043447845,0.166776052,1.555879682,3.433277606,0.734654498,0.856353349,Sub-healthy
273,44.68289274,-75.41043078,51.32837152,22.25642255,2.362890829,3.680734586,2.953173968,1960.581076,7.437605371,73.09635831,0.979469247,0.283874952,0.465353326,0.090363661,0.929586392,2.448595134,0.927771098,0.523192254,Unhealthy
274,46.5296221,-127.2266822,66.96130466,16.99838478,5.296745705,8.020432783,24.72353244,167.9555706,25.61276079,50.48804109,0.097746645,0.061312419,0.355033071,0.30264764,1.395367166,4.009243883,0.628988387,0.362459849,Very Healthy
275,30.45369595,-96.36451369,95.30045,25.41129569,6.416260606,5.244637287,26.58898203,1347.510134,23.22293738,77.55761851,0.923008561,0.073694063,0.168207527,0.357533051,0.982336091,2.500705593,0.789847908,0.247736164,Healthy
276,30.06065179,-122.6548875,62.06185132,24.99887416,6.235629827,3.047334433,29.37276557,2637.525229,30.97703532,46.89322709,0.485434346,0.153515088,0.198421422,0.161951516,1.009716189,2.944013793,0.171635017,0.408675979,Healthy
277,41.93180716,-113.0568489,75.64142204,25.6131327,4.613156012,2.495664996,11.50498005,974.2229406,22.84074285,43.22269419,0.627504823,0.14441824,0.371700636,0.272055754,0.96764209,2.628339891,0.21195909,0.515736104,Healthy
278,35.99855723,-60.93361847,53.09527565,15.58265048,4.042759684,3.994565289,16.40548924,374.2133998,19.78560265,63.29504447,0.831881137,0.304098558,0.302728195,0.347005682,1.722543451,3.602299164,0.532034687,0.746114857,Very Healthy
279,38.07867509,-120.025312,65.23988298,11.34159508,2.141416203,9.459319356,37.96562383,2299.315838,18.93305124,21.89730882,0.366858399,0.409288913,0.337463246,0.213563209,2.494828419,2.424556648,0.176554192,0.121048776,Healthy
280,41.83170678,-95.07782926,11.73856053,24.16362967,4.525682055,4.087240413,8.772424604,1857.440113,5.925641591,26.38312989,0.436117689,0.38186808,0.197636485,0.427737688,1.922425084,4.8550706,0.63499507,0.221609188,Very Healthy
281,45.60021367,-86.7290986,29.16720018,14.63623516,2.463947336,9.893116684,37.20905312,1753.906273,16.74450206,53.43756349,0.415423295,0.134929805,0.246467673,0.386917218,2.733016471,4.744587946,0.291653185,0.379654016,Healthy
282,23.51980627,-80.82745206,39.37604385,7.136381499,7.609291088,5.367074102,25.31949403,255.3720229,39.16070551,95.43301691,0.380983712,0.126428697,0.494984405,0.037009444,2.091361221,4.392111611,0.791532619,0.360398405,Sub-healthy
283,25.02331811,-90.82459216,49.88686873,25.93927255,2.879478419,2.612475265,34.298438,507.4471284,35.57444517,77.72094239,0.926274028,0.483066807,0.110891821,0.312457023,2.223350289,4.681201082,0.808110347,0.391748088,Unhealthy
284,13.75927759,-129.3160407,9.336630823,26.71167655,1.527087748,9.020260826,32.11233148,1905.393249,16.52823235,27.05012556,0.830640592,0.00907694,0.211838812,0.121486148,2.169018074,2.796558754,0.463787456,0.793521265,Healthy
285,33.13120564,-107.1477084,18.30228927,15.05667317,5.97129524,5.143198358,9.338017292,702.6891402,25.57283918,87.70544102,0.11790999,0.440461664,0.149452478,0.280971541,1.623647983,3.145721587,0.180810635,0.324154403,Healthy
286,11.43769095,-93.76018496,31.29735924,4.119592365,6.357067594,7.387042092,25.59657314,1561.803231,34.65538609,78.58406165,0.117042119,0.103865617,0.383730198,0.478659779,2.223347056,3.96837037,0.646774961,0.50189818,Sub-healthy
287,28.62392073,-123.8493451,97.29560564,12.85913052,8.847217552,9.853404249,39.04754188,1680.156889,20.44460179,68.87572206,0.43359082,0.47390574,0.38318625,0.440135692,0.674269366,3.7845837,0.992787018,0.623907033,Unhealthy
288,31.70578539,-105.4561148,36.47796567,24.49905446,6.192834512,1.451578153,19.44523066,922.1708518,5.628525231,85.62343685,0.107670803,0.174442106,0.149760503,0.20523562,2.64962868,4.562714382,0.622590898,0.23217855,Very Healthy
289,21.46165009,-127.6757824,50.79390052,27.2496728,4.109327684,1.870251038,43.49658466,2850.432951,7.607866164,52.32878782,0.622902164,0.222974128,0.045288207,0.14929936,2.444530359,3.865324109,0.035774691,0.718695387,Very Healthy
290,33.63333042,-124.4995052,23.62928271,7.69723679,8.227106934,7.484110673,20.3496795,2543.14591,22.86374525,37.72008407,0.152254691,0.355024704,0.010659175,0.121030843,1.113074896,4.991538833,0.017293976,0.54711132,Healthy
291,11.22001,-102.2153707,63.02410675,3.875261137,5.862510039,3.53642503,6.42535365,2194.883172,38.93037815,60.96187113,0.527149531,0.29589618,0.216588014,0.268594861,2.420081136,2.394023199,0.32036197,0.446781163,Healthy
292,11.49392755,-120.7098972,31.66490547,26.56581269,1.713522562,2.658712573,17.5245606,326.1822126,29.26233398,63.90734045,0.017147748,0.162379968,0.208117109,0.061552984,0.531606504,4.331990969,0.195783807,0.809784027,Very Healthy
293,42.90402243,-90.27214062,24.66429495,12.90333829,6.092655043,1.354256918,42.82660829,407.777056,7.4820667,63.06610976,0.323430385,0.279146303,0.49425299,0.276891129,1.043116431,3.790539291,0.813051207,0.243495259,Unhealthy
294,24.40762566,-81.73745216,54.0743997,17.169307,9.172166909,1.196620408,14.38743822,1529.065903,11.62763065,65.20590332,0.680418816,0.366699908,0.237552027,0.005660152,0.662843097,3.765545781,0.844805667,0.883175971,Unhealthy
295,15.08242051,-73.95893106,5.52305092,29.10584274,4.566813629,7.970370428,39.06441719,566.0687127,31.99631001,95.89639346,0.489198551,0.025955798,0.131927093,0.165305567,2.450567292,2.303342379,0.258618771,0.561048735,Healthy
296,30.8897304,-115.9894829,5.728083102,3.863812382,3.666932217,2.209900846,39.65628068,2936.969844,34.4503916,92.17964985,0.978486791,0.010543656,0.446158573,0.113867485,2.389685378,4.14240717,0.325644777,0.609174879,Healthy
297,40.79974212,-118.2762192,25.81153686,20.15290421,2.291225113,5.209485544,15.75839359,559.7086787,26.61931052,90.05736292,0.875362758,0.231743135,0.248078635,0.485753301,2.53409006,4.601504089,0.236246968,0.875058964,Very Healthy
298,18.6328411,-122.6802512,8.488529438,4.074951832,2.363009697,6.453071337,3.746594612,1513.656723,27.55481094,84.11334487,0.365480071,0.070259126,0.301591939,0.364984948,0.511204233,1.874193846,0.908382547,0.817582688,Unhealthy
299,34.91561903,-85.44988253,15.26244664,12.51313,4.894943359,4.855166205,32.60510591,1155.951065,5.991810763,95.47424858,0.055031676,0.333850424,0.052356012,0.178078423,1.753081817,3.501987348,0.502649335,0.601562069,Healthy
300,13.4138986,-80.54669915,37.19176169,24.50680727,6.361118417,1.243959871,14.01805346,1954.220622,33.99855909,27.87957133,0.847170037,0.110955966,0.194543622,0.050958318,2.262090494,2.568539316,0.656137044,0.753187704,Healthy
301,12.06726885,-127.7889699,81.24563956,14.13722252,1.725538647,8.051513523,35.23156264,474.2055858,32.58963229,41.20986092,0.912121967,0.219261298,0.472390719,0.260816294,0.888502822,4.958192477,0.415482087,0.43331949,Healthy
302,31.25418526,-64.46514276,59.34462112,29.92110591,9.456117301,1.094619021,19.91946817,1347.917641,14.06623004,59.60447565,0.822421119,0.102847114,0.296805165,0.110656701,2.124476819,2.915331263,0.631014194,0.547377753,Healthy
303,31.62540486,-126.3620101,53.70343397,17.65365998,7.796202557,7.857009049,21.83700341,896.6445951,29.8036852,87.72275945,0.136670442,0.276499375,0.175528418,0.270532625,0.710275248,1.913280695,0.385855377,0.062070137,Healthy
304,35.49719606,-92.10925653,32.8814382,10.99254027,6.279615265,9.039740444,35.0059233,2674.479422,12.51991122,60.41325692,0.997935983,0.062446462,0.314705254,0.418504365,0.95331464,2.527430501,0.339678438,0.089857918,Healthy
305,39.04365335,-80.36576364,93.51660335,8.163117125,8.455948038,4.89555929,17.2063499,217.6985652,6.411555637,79.84277915,0.265998379,0.016437892,0.455653489,0.309817313,1.689492037,3.615353559,0.634480073,0.829425404,Sub-healthy
306,49.03408318,-69.03216134,42.71642892,11.81457496,1.721680811,5.819882258,19.94073054,2749.809733,12.03977899,31.11679242,0.726962864,0.030310161,0.140625347,0.318725268,2.133912882,1.304357485,0.591062078,0.059671656,Unhealthy
307,30.65201393,-80.01391475,13.27381285,12.43093167,5.2915499,5.292850534,16.92857109,2515.683002,11.25201069,40.19310504,0.908954528,0.477357929,0.255032776,0.272809993,0.864672817,3.414407681,0.293527954,0.169399126,Healthy
308,22.91825892,-73.87903419,63.62131903,3.923982976,6.670838142,4.502877568,16.53032319,962.9550777,16.82117989,78.5420876,0.243330243,0.075431678,0.479551874,0.463996488,0.963058327,4.724899037,0.14934845,0.795832659,Healthy
309,41.80744779,-106.2384865,15.81464738,12.34807758,8.457876155,8.986820818,23.66759596,2388.942899,19.6457324,33.17872071,0.909175969,0.355696735,0.090336091,0.466291829,1.011115918,4.401451151,0.368576694,0.001145951,Healthy
310,20.83329005,-72.96224204,37.79619857,14.99867855,8.05122604,9.045401596,36.395975,190.519325,22.7988612,48.10847477,0.316386763,0.038623471,0.361233643,0.258797985,1.096752012,1.270694147,0.415197639,0.282404329,Unhealthy
311,27.55885683,-124.3919608,53.20413418,22.23665706,3.493623247,4.022347282,16.27957404,2903.910096,21.68638564,41.18930063,0.97664909,0.058539374,0.309168099,0.156350946,1.066384621,4.973559515,0.628684333,0.584038658,Very Healthy
312,13.13825525,-67.36283408,88.05113985,20.38842557,9.467921526,6.535627786,23.59146242,1627.125334,14.47361121,47.98893554,0.28844742,0.256893744,0.34143919,0.232495568,1.487872771,3.794907695,0.914528764,0.595449931,Unhealthy
313,11.01402974,-91.66853367,51.88692513,21.84543835,2.119112573,9.342168059,30.18272964,979.5149756,6.0209734,76.66592393,0.953901467,0.23511111,0.178853717,0.097346167,2.134474127,1.649123297,0.036184798,0.777152908,Healthy
314,48.50593659,-72.7891561,71.71458277,2.234183093,8.876202568,9.65852649,12.12477508,1151.491317,26.17855678,49.42777449,0.063009204,0.476032253,0.16037029,0.319990436,1.595079458,1.049664357,0.243661013,0.505926254,Unhealthy
315,43.43920482,-98.33772008,99.3175997,8.094687188,9.738462246,5.580631364,12.48852622,292.575525,18.85106904,64.42106581,0.712179292,0.472693549,0.343683787,0.252545706,2.439934772,1.685130545,0.193715942,0.50940187,Healthy
316,37.83896824,-84.94956134,17.49146639,20.52716008,2.594381709,5.075423248,42.00359072,2969.113591,15.45352551,27.99455016,0.536790022,0.390906278,0.111693926,0.056133737,2.298171265,4.352703683,0.502294409,0.725310576,Very Healthy
317,26.35811778,-93.15181373,31.09949492,15.55170231,7.498594578,3.508248843,32.5590558,213.9466409,35.3429365,84.40141546,0.483098306,0.303040406,0.212729099,0.102835652,0.816317285,1.0865573,0.429700807,0.498624463,Unhealthy
318,16.9317728,-78.78873348,42.48472718,2.148777319,1.362569669,9.629846859,25.97340043,1999.230657,31.13601577,49.59109005,0.231259371,0.230205357,0.09814645,0.242417818,0.622104058,1.932589214,0.729037624,0.608491087,Sub-healthy
319,16.25748171,-124.2859013,45.07367696,24.52584999,4.648805426,2.28532874,29.14740245,1383.93419,35.02179419,71.88273272,0.708539832,0.181308374,0.009110896,0.44435655,2.69485391,4.029222381,0.242415913,0.897774068,Very Healthy
320,20.00971593,-125.7753541,44.04700215,23.63866805,5.646549693,6.218466184,1.31847494,2851.857033,22.32439781,78.03116813,0.198901397,0.473808336,0.485178393,0.285363407,0.699577666,3.344442144,0.594498366,0.401451008,Healthy
321,31.96906659,-112.7027736,91.22304524,17.35573656,6.225807033,3.542952408,27.81463345,813.3992469,9.582593824,36.77287377,0.557313378,0.303439862,0.218692974,0.342359825,0.870847952,4.130942841,0.883857264,0.385125071,Unhealthy
322,38.58383691,-118.8318724,72.83310122,3.860973122,9.423435234,3.511074613,22.9278993,1643.051789,29.36775026,90.7739988,0.260712909,0.291640901,0.484828059,0.172819132,0.555333189,3.984602015,0.91067774,0.003548992,Unhealthy
323,36.40789507,-68.97515034,62.75099534,23.46242139,7.050256186,4.644717286,24.55873559,1498.833005,12.2125823,69.29794013,0.956065166,0.119791055,0.074460142,0.28784864,2.070840913,1.202405548,0.958784605,0.613426262,Unhealthy
324,21.19735588,-114.6550209,34.3904082,18.34398046,5.331501561,9.989136422,16.17407221,2138.312688,20.44303842,54.29801134,0.038344882,0.02811542,0.295746556,0.226453012,1.955926408,4.570045676,0.773261152,0.029771907,Very Healthy
325,48.19461123,-61.68943209,83.2600865,23.89487936,8.287075326,1.494696762,3.666325397,297.2296727,7.275027613,34.58681469,0.207730997,0.472868347,0.104482146,0.331269307,2.967259166,1.908127337,0.905987906,0.50414849,Unhealthy
326,39.51587667,-106.4172946,95.73074859,23.04891579,9.554795389,6.206876364,8.700265513,661.9884771,33.88579408,95.38407503,0.2498875,0.160298953,0.396086693,0.030034905,2.717330991,3.213569761,0.234530872,0.804233789,Healthy
327,32.1741621,-117.2517459,83.01383684,24.48405801,1.198595338,1.743149422,42.78351209,722.2379783,9.407922437,80.40545633,0.419927148,0.224081567,0.392932979,0.249183607,1.527107944,3.577152626,0.197580944,0.549921071,Very Healthy
